dataset_name,estimator_name,estimator_kwargs,error_mean,error_std,error_best,num_params,speed,best_args,individual_trials,threshold_method
airfoil,ttml_mlp2,17-116,2.877878873665825,0.8058645464457141,1.8110855949553502,12767,580366.1641526241,,"[3.6953383068286225, 2.920667620447188, 4.711865613152105, 2.005632049925387, 2.801741351642209, 3.1451641847932295, 1.9565368281942668, 2.9654717321795516, 2.725723220356573, 3.569543709052701, 2.225776272462714, 1.8110855949553502]",data
airfoil,ttml_mlp1,12-42,2.8609880958671,0.9540402664343197,1.9773094644841216,5772,1073729.9334837897,,"[5.47799527472157, 2.0132786321088045, 3.0093323106367347, 2.0693725561049776, 3.0007814815753857, 2.9565207645275287, 1.9773094644841216, 2.390117752087058, 2.788383876795485, 2.843500176462788, 3.8153190401159365, 1.989945820784801]",data
concrete,ttml_rf,13-7,42.76754828918155,6.22746741400358,33.73209129073239,5209,415276.8751576556,,"[48.84174485946012, 35.59552788543482, 48.124212680466535, 49.82574473931023, 40.03095175866018, 35.22392762062463, 45.86810773560693, 41.088194444431565, 33.73209129073239, 38.54186713331494, 42.5187898434556, 53.8194194786806]",data
airfoil,ttml_mlp1,15-115,2.8178966657338336,1.0390532300869975,1.5613244341262957,10125,766266.6320844473,,"[2.8595953548913076, 1.9840971396835976, 5.389576616018954, 2.1200330914837697, 4.214928868394262, 2.7944280029371336, 1.5613244341262957, 1.728930399423205, 2.3948984388865076, 2.9983292057007858, 2.552125607809668, 3.216492829450519]",data
airfoil,ttml_mlp2,18-77,3.298039245011904,1.1268119349247054,1.9569696560436376,13716,559207.2324853786,,"[4.154642322086277, 3.331245123635315, 6.414839545362802, 1.9569696560436376, 2.728989774000075, 2.9446756749530354, 2.7271835578392456, 3.7982068416315573, 2.84156172853033, 3.7969059779711714, 2.575522775275536, 2.305727962813861]",data
airfoil,ttml_xgb,21-124,2.6283665795582962,0.7201674052681623,1.5828969706140696,18900,330336.4079587146,,"[4.2296960201794915, 1.6479300209115106, 3.0630520941140302, 2.10649141533031, 2.5653319899527283, 3.169327703133168, 2.0912142082090894, 3.0633337740041617, 2.7427298332688466, 3.061224945436461, 2.217169979545688, 1.5828969706140696]",data
shill_bidding,ttml_xgb,19-96,0.10508380857565547,0.07110274295672256,0.009586770429983366,117806,188233.25465093274,,"[0.1273712637784487, 0.09329055558848552, 0.032253383934522616, 0.023301348220843357, 0.20097782464618588, 0.009586770429983366, 0.14352578534843483, 0.0500849902056569, 0.054377156897716904, 0.11381506752510842, 0.23876855791011117, 0.17365299842236806]",data
airfoil,ttml_mlp1,13-112,2.6255732922034034,0.560229578191768,1.9736393082181223,7826,933813.5243561675,,"[3.0542263055594305, 2.357445533216374, 3.9231501793798635, 2.6236771920564075, 2.398927239194019, 1.9736393082181223, 2.4215310599680837, 2.922928739216743, 2.2107056065242863, 3.3668051200413225, 2.1556811780033955, 2.0981620450627916]",data
airfoil,ttml_mlp2,16-172,2.7517616411960124,0.9537324184479096,1.8133144171376194,11440,655364.359647736,,"[4.030338165032536, 1.9078263284408363, 4.550970177930437, 2.1283571494705456, 3.0499262330844674, 2.7802715752553566, 2.06422173833465, 2.4876050589787004, 2.0118777898637403, 4.2475893588368185, 1.9488417019864448, 1.8133144171376194]",data
airfoil,ttml_mlp1,12-137,3.017041070166829,0.6649240957341832,1.9396133290868494,6792,1044466.9814272224,,"[3.6746036084840323, 2.8081109319559103, 4.181384538115567, 3.0406529072479556, 2.4446251633032525, 2.9699838778648666, 2.4298147322111596, 1.9396133290868494, 3.460854633283381, 4.056448272092297, 2.524648320644673, 2.673752527712]",data
airfoil,ttml_xgb,20-125,2.8008557601367574,0.7111520232636369,2.009160584580418,17180,333722.31314821594,,"[4.034111828592391, 2.034012895348594, 4.033829645124614, 2.2906634671650354, 2.4083016679916893, 3.5350297598649174, 2.2640205256424326, 2.8592056752806445, 3.029563596869966, 3.001063267593456, 2.1113062075869307, 2.009160584580418]",data
airfoil,ttml_mlp1,6-58,3.7743372291859956,1.2597906336266207,2.362954236067692,1764,1806334.9682442374,,"[5.395712303427796, 2.6730281694157147, 5.8297349609819475, 2.683260240217634, 3.0895183634056274, 2.7429277354526715, 4.579761426359167, 2.7418922666119063, 2.362954236067692, 3.359998362561096, 3.976616757255146, 5.85664192847555]",data
airfoil,ttml_xgb,8-52,3.376371653733489,1.3554422568749502,1.5408545771342017,2816,1581141.6840055655,,"[5.933890943107825, 2.315400814499083, 1.5408545771342017, 2.9656256483121157, 2.6802667353975407, 2.6967319604384103, 2.2527406496477576, 6.080188329680263, 2.9700768004330755, 3.4089219681863145, 4.441772485200439, 3.229988932764843]",data
airfoil,ttml_xgb,6-141,2.925499169826464,0.5995418427373926,1.9106702776743358,2064,1897317.3688878706,,"[3.873793650259105, 2.276482535370845, 2.863208449300721, 1.9106702776743358, 2.399705728427447, 2.640935043295129, 2.4225335328844597, 3.311211256150295, 3.289713889162028, 3.446948218516418, 3.8146587519685573, 2.8561287049082194]",data
wine_quality,ttml_rf,10-130,0.5003922031888115,0.023340501497651347,0.460278107963593,66990,464343.01859254733,,"[0.460278107963593, 0.4798905278156057, 0.5345503257456393, 0.49678956609877495, 0.4894510108128662, 0.4849405697795761, 0.5399978751327367, 0.4968529638382792, 0.5131327545388774, 0.5120336833523109, 0.5216615332651782, 0.4751275199223006]",data
airfoil,ttml_mlp1,17-185,2.6352637223757776,0.6163952368742128,1.9162346926001774,12818,666708.6104857225,,"[3.8005699161046045, 1.9311847630036933, 3.344360941938924, 1.9162346926001774, 3.586253078677064, 2.3261845248908304, 2.1486460660823425, 2.294579989954027, 2.6832972693533073, 2.9394473084727437, 2.1726045244298424, 2.479801593001771]",data
airfoil,ttml_mlp2,14-133,2.451816461945674,0.8826618689177973,1.4758794109663245,8960,736813.7013321416,,"[3.366816068308661, 1.9215710295152846, 4.841352281500862, 1.8284426667042586, 2.3867670503397833, 2.573695353370549, 2.1363652702198506, 2.058932097967295, 2.005953836143854, 3.0067414435292426, 1.819281034782127, 1.4758794109663245]",data
shill_bidding,ttml_mlp2,11-143,0.14962757894608833,0.12593952367239522,0.010167041509536682,55938,562609.439632992,,"[0.18785547462549754, 0.24128716709354645, 0.0956524037587368, 0.4822182648280353, 0.0358227650229496, 0.010167041509536682, 0.07527973038498555, 0.0720061396091935, 0.15099109265298763, 0.1267352796532988, 0.05318715023369742, 0.26432843798059447]",data
airfoil,ttml_mlp1,2-61,7.352559069549012,1.6101561029781108,5.44791227599232,310,2803410.4597060517,,"[8.588616807342602, 7.355585702808903, 11.189169529130108, 8.11832693913156, 5.44791227599232, 5.505289382320646, 7.647202194507288, 5.942426255530298, 8.647859484724954, 7.274550017859046, 6.9907579888912705, 5.523012256349145]",data
