permutation,error_mean,error_best,error_std,individual_trials
"(1, 4, 0, 2, 3)",4.229223454490858,2.769022112788567,0.7889598203046659,"[6.212685130159777, 4.280958030836619, 3.2070147325455185, 4.123295295060451, 5.130333546216671, 5.236178298672728, 3.220803221565214, 4.5303980390404615, 5.41975340331829, 4.476059806669969, 3.998921070232811, 4.139369579970925, 4.096727140563642, 4.321453978001282, 2.769022112788567, 3.7384218696374933, 3.6423899525680135, 3.3789729563803492, 5.157237534153344, 4.200237603979692, 4.83636625258868, 4.17857142718261, 5.507601316957307, 3.5924662231475155, 3.9043785287998722, 3.15199499967255, 3.2521269195975604, 4.313241646957479, 4.7128857762767815, 4.146837241183581]"
"(1, 4, 0, 3, 2)",4.269210703530685,3.1286535085187226,0.7722239991056391,"[5.284599431875767, 3.48244624084645, 3.442279069734692, 4.85787949304935, 5.137450690751834, 4.3348964647636015, 3.1374894811808582, 4.205191297585587, 4.150745836974651, 5.642221991617929, 3.883681610316892, 3.804525491960034, 4.2740774493629585, 4.248017972365219, 4.391550239136081, 3.474461606284799, 3.529632537931458, 3.6794637493499893, 5.893309795324468, 4.128264533683069, 4.747974898957258, 3.3359017684112944, 5.002745559702298, 3.8875011128446575, 4.140461774616383, 3.1286535085187226, 3.58469836179242, 4.3078186419864775, 5.160071873300511, 5.798308621694854]"
"(1, 4, 2, 0, 3)",4.882513647599754,3.5994119485529503,0.8441686519488169,"[5.389273819109475, 4.749741169630156, 6.9548684460926395, 4.893161461923203, 5.713607945863867, 4.717080852058062, 3.8607830304683337, 5.296041975375382, 5.158552166481371, 5.67167217338513, 4.5433381082235345, 3.5994119485529503, 3.9397779879645807, 5.298015662868011, 3.7135416369535355, 4.6226187737758195, 4.770317404041481, 4.163689436484592, 5.245000772953095, 4.700999882880104, 5.8607495419969124, 3.973922790087929, 5.592304336068712, 4.372706106841263, 4.608284087443003, 4.291383347099167, 4.496001099150943, 7.176984170646785, 5.108493556176205, 3.993085737396383]"
"(1, 4, 2, 3, 0)",3.9264067156957108,2.6767077869117855,0.8826599219988316,"[5.19153412200282, 4.563527468656293, 3.246870188010363, 4.1994533452981075, 5.372321698008267, 3.867916735648025, 3.307374299695547, 3.0923911161541735, 3.6848849549430915, 4.757144418811309, 3.267458603316867, 4.146631338595275, 3.697522230938641, 4.478392897172227, 3.16486028695628, 2.804378244409434, 3.5706024505268683, 3.3030712554909125, 4.32257590219108, 3.4509794994507335, 4.796114239664182, 2.6767077869117855, 6.622308779291005, 4.066389038158968, 3.4822266467690617, 3.130721709630224, 2.8257612628895044, 4.807115324729596, 4.621176611691278, 3.2737890148593944]"
"(1, 4, 3, 0, 2)",3.8311197107887343,1.7669222534708258,0.8247777343117231,"[4.337209240808635, 3.5764086197289915, 4.367361068546699, 2.9138405329002475, 4.3630755704696345, 4.292921898991538, 4.575229123364575, 4.4103639234981635, 3.1988958016497135, 4.73426544661237, 3.060773242047211, 3.4928664643016214, 4.163897954082623, 4.097099453929991, 2.644412326473818, 3.5525365086602076, 3.1730290519849143, 3.5422307200492393, 4.3033002704101335, 4.039899764938245, 4.326151996998528, 1.7669222534708258, 4.28146471826166, 3.0496016386952105, 3.7581992682931444, 2.6978341409531357, 3.0569807136233798, 4.684871621393194, 6.04653833533059, 4.425409653193777]"
"(1, 4, 3, 2, 0)",3.1524374275229543,1.7284163382677977,0.6097309723286634,"[4.5912827848453714, 2.5333901954501923, 3.0818926562671125, 2.9785306290147546, 3.3733653928191303, 3.7435975488624202, 2.973179288565363, 3.3435491992023754, 2.6583916643796828, 3.8720319050422662, 3.546834788272072, 2.16467948568618, 3.094573170435513, 3.1623750506956667, 3.2965574134253255, 2.885147177233854, 3.231323030958295, 3.2930853602104464, 3.4694438384793873, 2.5681610611173977, 3.135551633245873, 1.8989983121092389, 3.336112733557568, 2.8310430175749177, 3.5185423521315022, 3.852936949005725, 1.7284163382677977, 3.264038262211234, 4.284937974629658, 2.8611536119923056]"
"(2, 0, 1, 3, 4)",3.728031206008587,2.396456496794867,0.8485638157180364,"[4.5056189069163555, 2.8995274393591215, 4.845141817196725, 3.3242718839118046, 4.569542767422466, 4.15067052983256, 4.843772539691149, 4.607992391007982, 4.188306382926977, 3.7139435271287184, 3.2486656855709835, 4.731113206700224, 3.472747633669006, 3.92441300736213, 3.03200500165216, 2.6365648835846898, 2.7917393873905225, 2.991521279642488, 3.912581673030418, 2.756520932398202, 4.733261010974478, 3.1534852892975604, 2.5440887737716493, 3.483548142715803, 3.570413557462598, 2.396456496794867, 2.437860756358163, 4.443587938904553, 5.479928393427069, 4.451644944156167]"
"(2, 0, 1, 4, 3)",3.2671904644584595,1.5927020680086779,1.0246012317575632,"[4.628757711106618, 2.659164082920806, 2.667385962676306, 2.9591115954466645, 3.4002047527123755, 3.3299887538716457, 4.0959004913468, 5.131888029267292, 3.237744545538188, 3.4955817622035372, 2.5403394026119153, 2.335203288580714, 3.063712520962891, 3.029171636340698, 1.5927020680086779, 2.1288108608477683, 2.2969489591111074, 3.2290441719425793, 4.656772594932304, 3.344222728782101, 5.212606243581801, 1.919618480990617, 4.810286579027643, 2.6892200243339617, 2.7639571356978268, 1.979169343000181, 2.0083253401282657, 4.35960154803067, 5.019343028528372, 3.430930291223478]"
"(2, 0, 3, 1, 4)",3.945015010976179,2.6815977267680333,0.9413584285734462,"[4.677009095368264, 3.804732206073992, 4.804150330668822, 3.4734211404389232, 4.815090431279743, 3.8709060179241566, 4.585849154298957, 4.375415270229121, 3.6620050230013175, 4.684536503364653, 2.8556142551569876, 3.342725708163684, 3.287162748547496, 3.4094916781705162, 2.7015149447173097, 3.2534360410612293, 3.0209869264200706, 3.7703783834156064, 6.457830369267648, 3.7595255284990037, 3.3378986033410203, 2.6815977267680333, 3.1824792180090715, 3.463369209468034, 3.440691162651593, 3.1847383154025244, 3.9593374719880203, 6.052749167129488, 4.855460776732253, 5.580346921727817]"
"(2, 0, 3, 4, 1)",3.7051231206844424,2.1651386085833906,0.826041056533973,"[4.659151951895551, 3.735178439539906, 3.277485714742578, 3.1543413453277944, 3.8945365195806882, 4.288141295267621, 4.30539900322991, 3.7749271390249644, 3.8207585832249666, 6.112356944051914, 3.316097232774425, 3.2613475161009364, 3.404309989287511, 3.6276952775776965, 3.116746631093049, 2.452210028505898, 2.9019751471856927, 3.8003120205045047, 3.8210000479963586, 3.448423165400168, 4.616078067432098, 2.1651386085833906, 3.5066890151537007, 4.079370595074653, 3.242218237046224, 2.279024032312529, 2.9514517618371197, 4.366727042469542, 4.888004561627507, 4.886597706684365]"
"(2, 0, 4, 1, 3)",3.3087666919535392,2.1763576366329707,0.9705359968296409,"[4.466476712645989, 2.800437350954554, 2.379261639218406, 2.6816126423969777, 3.1859157505233697, 4.218455155721909, 3.1165553899021483, 6.954646332761502, 2.9852826453757455, 4.097587840912747, 3.2393892658446095, 2.4241090524876685, 3.3282306492285025, 2.7208260856803284, 3.0151472174934475, 2.1763576366329707, 2.2843325670544257, 3.0969378199730646, 3.292337208755828, 2.9667590821072922, 4.463542101242954, 2.8438290223918288, 2.64328582074562, 4.3735247322229815, 2.9995919071667343, 2.3875434995238174, 2.4072628171874375, 3.3651582831279248, 4.624310630905623, 3.7242938984197655]"
"(2, 0, 4, 3, 1)",3.5118164990759224,1.748658068060395,0.948086007895487,"[4.475481098622748, 3.5103624727609453, 4.5239502424918365, 3.249246748273034, 3.390360910682095, 3.6447493507469737, 3.3125135602293128, 5.326783063129233, 3.68490914260661, 3.979360983601116, 3.20301163317275, 3.1507770688631274, 3.837131495833565, 3.721719379893252, 3.195021406694297, 2.1305735814458195, 2.2780753777417293, 3.8323550232693484, 3.945227837521838, 2.9382069267775983, 4.288511537827679, 1.748658068060395, 2.717626113983681, 3.5048592984091442, 2.6637722820653718, 2.137341983618972, 2.1723939859989216, 6.079306065424829, 4.213199686035494, 4.499008646495971]"
"(2, 1, 0, 3, 4)",4.066113834872071,2.0301157622294683,1.029797202764779,"[4.87841550656621, 2.6370400367058378, 4.4012979774484515, 3.280605414325175, 3.9573547248175704, 4.043522839450508, 2.855188366066842, 4.896966016749635, 5.334920769750234, 7.276063753485791, 4.221902890747426, 4.548588899133641, 3.6296577478958545, 5.037892515089199, 2.9158421795275284, 2.6652368701100895, 3.9185644003400375, 3.7040686792195046, 3.896821432730641, 3.791282290208009, 4.55128528691386, 2.0301157622294683, 5.783353617734918, 3.9983165240378744, 3.421354272883964, 3.021414883970624, 4.192094234741108, 4.46639060753558, 4.649807274093398, 3.9780492716531235]"
"(2, 1, 0, 4, 3)",3.3010819654249297,2.160236199316314,0.6019245874657896,"[4.5279043676867765, 2.160236199316314, 3.01012922919956, 2.8858518296355484, 3.461357016519298, 3.2338890314859254, 3.010413455652342, 4.92867893293797, 3.3372806547557707, 4.070335347454178, 3.2088750712740577, 3.9828299736610044, 3.4818136558050936, 3.6600573475458518, 2.7772604352759838, 2.9785954908416894, 3.313125509987644, 2.948563798946425, 3.1384709412052305, 2.6665235311863604, 3.286568900774499, 2.4576808689370333, 3.0638613591479387, 3.6557233497778254, 2.7814775173492468, 2.5015054962703065, 3.4006265176093162, 3.3955345301834425, 3.379412808094249, 4.327875794231019]"
"(2, 1, 3, 0, 4)",4.5742887545366555,3.1526060458524117,0.8157418692612691,"[5.0331032920126955, 3.428984566524034, 5.910336272460382, 4.4933335935983285, 4.991025148041531, 5.492938117806048, 3.6252973690078347, 5.1154168668841855, 4.108997982110458, 6.241049509111066, 4.544361666354758, 4.378120346643863, 3.9962945243721544, 4.976493752610864, 3.1526060458524117, 4.354814187465987, 4.035358509610743, 3.4461172944027707, 5.927123358415951, 4.077089214726427, 5.600529746888146, 3.6104060447566244, 4.444283540285499, 5.095844068699605, 4.685355766002306, 3.422639893648166, 3.812417176155917, 4.678072638982796, 5.362130317648807, 5.188121825019287]"
"(2, 1, 3, 4, 0)",2.7679852536335847,1.7879945831876454,0.563640865232647,"[3.8545301180068123, 1.8804017911856954, 2.0910565975830537, 2.156311647170752, 3.400925486102166, 3.273589175676024, 2.6941261047264677, 2.5997538053549807, 2.7661299116634908, 3.2816478032267273, 3.056308853376334, 2.0601097290924058, 2.4006872326225386, 2.998621355142192, 2.582918691579684, 2.7925158823150977, 2.302897081594851, 2.6792375363915366, 2.973944426612321, 2.2488901232744607, 3.129573051882737, 2.502178298178797, 2.3983390629379717, 3.1177452796673033, 3.1085644853325802, 2.3400881836553213, 1.7879945831876454, 2.786991883461913, 3.563124918683145, 4.21035450932255]"
"(2, 1, 4, 0, 3)",4.429018199902833,2.8038077586000987,0.8743269255764755,"[5.956637001761679, 3.6254603456539156, 4.113576786845665, 3.853265753842984, 5.311535167561807, 5.627321968990056, 3.610158023137382, 4.4315349207856105, 4.181353492407198, 6.798695120922639, 4.597672826440875, 3.345698496050467, 3.8881039152995562, 4.395105302109339, 3.60185835771909, 3.353818953081708, 4.841994001403106, 3.8538423447336267, 4.931123873681104, 3.7985973119401173, 3.9540504572928885, 2.8038077586000987, 4.433440493495124, 4.472458031839144, 4.898785026427984, 4.488798348076184, 3.9255042986269495, 4.423063349828581, 5.7615258529289175, 5.591758415601211]"
"(2, 1, 4, 3, 0)",3.4555383800732296,1.9010066292980452,0.617510639989991,"[4.351391470114183, 3.5338971216588337, 3.705476261184902, 3.1433223481470836, 5.144224608243598, 3.479751218405449, 3.1558257827349236, 3.444129537138888, 3.0961406437614145, 3.8324805984136714, 4.094120691157463, 2.975578998560824, 2.9342791431667172, 2.987952476780982, 3.1716689811844785, 2.8775955430558775, 3.100390455643163, 3.3950687584660812, 3.596535568666329, 3.6520060309874807, 3.7259765055888474, 1.9010066292980452, 2.6445916534906146, 3.935033129063944, 3.0398972474566976, 3.0151414333974786, 3.356487853241837, 4.024256232383273, 4.629220849683359, 3.7227036311204578]"
"(2, 3, 0, 1, 4)",4.300414787687962,3.000907601352267,0.8106408888788655,"[5.232341364470272, 4.18470858544758, 3.8186157046079163, 3.891840284363621, 5.3412348039892, 5.559937241857861, 3.9669044042560193, 4.51262923012028, 3.500659032750486, 4.852286373172142, 4.158120885986003, 3.928130098967848, 3.5279214677479227, 3.737451344654447, 3.000907601352267, 4.149477862012682, 3.7723470826648406, 3.7644396667161986, 4.908111086101154, 5.378351335236165, 4.709605160847715, 3.856100612658985, 4.592204852853205, 3.4209768069962325, 3.7317468003739878, 3.1776140378182274, 3.640581017497634, 6.089347955218594, 6.117712346853876, 4.490138583045501]"
"(2, 3, 0, 4, 1)",4.176669758058537,3.2149351987217654,0.6420970155796543,"[6.114055917238221, 4.364334410754871, 3.991661884423542, 4.6356704484704165, 5.096373102034393, 4.051114006219523, 4.071710356685112, 4.019039715568519, 4.250377482926644, 5.000722412069939, 4.114831840020268, 3.6865301997525117, 3.329008701247389, 4.211536068329982, 3.848438564005074, 3.4554744509165634, 3.3755515329517403, 4.248270513869941, 5.028077936532667, 4.159751877466979, 4.450310697748772, 3.391355369550827, 4.149112619574732, 3.701690315118326, 3.2149351987217654, 3.5955853201326766, 3.527878446173788, 4.505545937793878, 5.136516188601942, 4.574631226855128]"
"(2, 3, 1, 0, 4)",4.28936158544934,2.3881135316071744,0.8896508358509052,"[4.891750068692654, 3.420140040572785, 5.342271121320703, 5.369238288880969, 5.423228951142935, 4.362247761667512, 4.655069144976078, 5.557937925701549, 4.812996189762795, 5.38476972929988, 3.725661428094974, 3.9268303175948076, 3.6553693491310435, 3.849271469013431, 3.3725977962381197, 4.073503808037619, 4.989593143008606, 2.766523720545067, 5.311527806625684, 3.1841912032356126, 4.93034472226412, 2.9608113591388907, 4.705611202076037, 3.500467650099415, 4.476663141867127, 2.3881135316071744, 3.250875680304302, 4.3172537692339, 5.122117459338663, 4.953869784007733]"
"(2, 3, 1, 4, 0)",2.891390972482775,2.130961428674255,0.5099759219403146,"[4.281664246560462, 2.4724631415496674, 2.463498285985668, 2.3641794964550717, 3.3283709534609627, 2.855609599830668, 2.3335832420839524, 2.71879042170436, 2.950908829065767, 3.298093602510384, 2.7906296175468936, 2.216634058544383, 2.8306516102627515, 3.125838450078609, 2.7873135659336024, 2.3480772087888657, 2.700422281096704, 2.838917116188389, 3.0276268249389005, 2.130961428674255, 3.2745510518175505, 2.350689335924989, 2.6321037035745376, 2.9278897575636926, 2.8227569412747244, 3.7387488712321715, 2.4471274175685482, 3.464984559411184, 3.9814022714717003, 3.237241283383853]"
"(2, 3, 4, 0, 1)",3.756880272631412,2.119307397688319,1.0129747366709903,"[5.357848302611843, 4.028863383380074, 2.4760059789211333, 2.4322372548004774, 4.13860164509627, 3.0906313389759443, 5.463706013477226, 4.358301457146122, 4.535934026420042, 5.103393303935215, 2.9207409720045012, 3.1454421163096677, 3.919294333194704, 4.888191214068616, 3.147342798926039, 2.797544451031408, 3.85563243794769, 3.739587799646411, 3.088366853187028, 2.480528075054339, 4.770977112944699, 2.233572359919023, 3.1147031260603395, 3.435929661652604, 4.478896200757996, 2.931804034258351, 2.119307397688319, 4.180890556993255, 5.686456033316112, 4.785677939216897]"
"(2, 3, 4, 1, 0)",3.1647195400802124,2.101643665516077,0.6242590789209017,"[4.990205132243566, 3.2359287213572503, 2.76615477361554, 3.0980304178116023, 2.4786899045368753, 3.104537333747456, 3.0812320722342657, 2.842077657645612, 3.497386083316458, 3.3642963578440606, 2.9623380920838596, 2.684681589845902, 3.010432533079426, 4.570550360331033, 2.747824469069355, 3.0595786170093553, 2.388800065287619, 2.885108227828971, 2.554073144489783, 2.2362866851714096, 3.325432734117728, 3.214464468246991, 3.101729007287297, 3.678305142878102, 3.4160486750963552, 3.1479561402238794, 2.101643665516077, 3.653184178724503, 4.292597242855233, 3.4520127089108064]"
"(2, 4, 0, 1, 3)",3.7538181396810106,2.572848461592077,0.6702289737172286,"[4.793020280255747, 4.004387478905318, 2.9876581321133133, 3.3289513959887085, 4.42469895281643, 4.029588142161208, 3.543928625828941, 4.487375469095704, 3.4805790204144538, 4.474405597538842, 3.6730267104087075, 4.046600992222238, 3.4860544934706064, 3.9308632797451044, 2.834396728547934, 3.423464142876977, 3.3574268764133453, 3.3721869320557976, 4.419529725058782, 2.572848461592077, 4.24757108141146, 2.657933305515499, 3.459945436572067, 3.8572820468408135, 3.893610619769422, 2.92088928867805, 3.7580389823789115, 3.8499762569578557, 5.812280989122812, 3.4860247456731974]"
"(2, 4, 0, 3, 1)",4.250673213563813,2.430123901740081,0.9192343372766533,"[4.624208605773123, 3.89801327973149, 4.280592410139223, 3.359622144291269, 6.25707135545928, 4.099785421262924, 3.9676372139699625, 3.6474520842571088, 4.076869912373814, 5.007855961082653, 4.125244307907136, 3.7580016532123954, 3.281886941079882, 4.9471470888321525, 3.0490895898026484, 3.345558052118746, 4.4862762287905245, 6.229228453609716, 5.227788142444455, 2.844438865888825, 4.215873858187665, 2.430123901740081, 4.510446927579982, 4.95933662789044, 3.8773515549839592, 3.1205659549299702, 4.272959548041321, 5.157359871789221, 5.618659665717919, 4.843750784026493]"
"(2, 4, 1, 0, 3)",4.502418847356055,3.100499599718917,0.8281960171507596,"[5.319594240123123, 4.21273943464064, 4.032653386906842, 3.966777323056604, 5.573471482320169, 4.890489719620785, 4.099389103655796, 4.477873387466039, 5.040154631271269, 5.511505626062654, 3.8986319932040168, 3.7211971859249044, 3.4645023129459003, 4.7202153288781865, 3.100499599718917, 3.7435900207841724, 4.190764332238557, 4.432773377382532, 4.8212466228441055, 3.2608084147717076, 5.952386330943461, 4.0261962095212915, 4.832036454655981, 3.721196795062309, 4.443140059242963, 3.7636281588781113, 4.094459182771163, 6.400236297458959, 5.78929771869223, 5.571110689638287]"
"(2, 4, 1, 3, 0)",3.4012540782288325,2.464758628397851,0.6219167758884222,"[4.38556845535579, 2.831396311658244, 2.9190307159048308, 2.9808088535861685, 3.7780022955453423, 3.7708735310262425, 3.40260984838938, 3.4935422286329607, 2.922116962790934, 4.68912042181968, 3.969261760869462, 2.6993505528538204, 3.422357389347621, 4.0705058273659915, 2.598581343048229, 3.2237632369770415, 3.5947852993291582, 2.8385965844027385, 2.9876541357050073, 2.7664506756743914, 3.873235381152086, 2.464758628397851, 2.592804415256498, 3.339063824935476, 3.2844148419212704, 3.2127280231680917, 3.0614406838901487, 4.353862745966325, 4.7888477688644615, 3.7220896030297315]"
"(2, 4, 3, 0, 1)",4.66760783100698,2.553204312920157,1.222267690270467,"[6.7356815042146465, 3.162824450633728, 4.08013924081917, 4.133846434740314, 6.094597637233307, 4.797959155188135, 4.910199951187454, 5.660973286727644, 4.570339161576497, 6.381935273953816, 3.546685799790781, 3.703388178314527, 4.283193487575019, 4.834144316624435, 3.5871802420268195, 7.516912001779985, 3.7630108909994533, 4.123864668408929, 6.101355412002792, 3.43310894579513, 4.881319703688544, 2.553204312920157, 3.6956014064388336, 4.676165247375634, 4.61433730322156, 2.9720215432252917, 4.589154867998678, 3.9101920643025276, 5.796936619080742, 6.91796182236488]"
"(2, 4, 3, 1, 0)",3.250274083235646,2.1630216311011683,0.6281719002116009,"[4.578170583866075, 2.4742230454576775, 3.104673882218423, 2.1630216311011683, 3.4151790053489477, 3.2480343657629454, 3.376451842019717, 3.1096051040690305, 3.416498689001458, 4.41135734885642, 3.0288992054127175, 4.089826843864474, 3.1830612091715125, 3.888004403458761, 3.786835000806669, 2.705328416918296, 3.966864267535487, 2.8997540415149885, 3.069956212478514, 2.3366361388265364, 3.5739524118191914, 2.2119987809049797, 2.8096324388741203, 3.3839709641102256, 3.306968315168932, 2.817478935556476, 2.3236853749863355, 3.131821224554824, 3.398713526293265, 4.297619287111215]"
"(3, 0, 1, 2, 4)",4.768850494801046,3.195294294525938,0.6354133764017984,"[6.030161519241465, 3.741870785566035, 4.889457991014957, 4.867587080787971, 5.094505616204612, 4.724160124082174, 4.917112539378064, 5.071068221731701, 4.504705255907496, 5.148612221740476, 4.548074066360838, 4.125059077463143, 4.092963497081291, 4.820538952546366, 4.386122438697226, 4.874674631869864, 5.788229904549674, 4.136509568799963, 5.255538470724262, 4.397058541201854, 4.791452647327205, 3.195294294525938, 5.040318708332369, 4.485464657810101, 6.238154699110867, 4.4028714132861015, 4.2387571673557005, 5.236486140074598, 5.5461921217302175, 4.476512489528843]"
"(3, 0, 1, 4, 2)",4.4206623591700245,3.276955362284012,0.7070999590623137,"[5.598697914495293, 3.7485004882549156, 3.9382688153260155, 3.950074375785879, 5.551720042165716, 4.554050883324943, 3.8857351423944038, 4.414451501232158, 5.237863542765773, 5.568599888231356, 4.492438859930767, 4.0053363778705435, 3.691385732878754, 3.847021233338766, 3.283560767424284, 4.447157114740952, 3.9857464696008345, 3.9599345345074712, 4.555663573147204, 4.031952206008219, 4.506017182118661, 3.276955362284012, 4.779393223839161, 4.3134513824817935, 4.312374919795039, 3.520278317850006, 4.719934305258813, 5.909383480074162, 5.59702665230596, 4.936896485668894]"
"(3, 0, 2, 1, 4)",5.055598353778476,3.553899647697858,0.8804254166397265,"[5.4556484967618735, 4.537406843017322, 4.69121401164683, 5.295473043383061, 6.894069961008387, 5.927637203764628, 4.436527973406838, 5.294030390957513, 4.207633733491136, 5.573287186084273, 5.181344635484064, 4.4741219472396985, 3.8005927573289857, 5.761793180607245, 5.386925955027894, 3.553899647697858, 6.568537119135711, 4.87342824024888, 5.029254510461883, 4.027714538678238, 5.479455246894966, 3.6960574722621735, 5.41016975295004, 4.4300136457046175, 5.538382612333847, 3.962230931993611, 4.8460349318532785, 5.764476357621358, 7.071975917103319, 4.498612369204747]"
"(3, 0, 2, 4, 1)",5.177812350986934,3.8571058881730957,0.7844848714222122,"[6.745056272765745, 5.1319425868597595, 6.253997472506632, 5.253142758612154, 5.697629990653626, 4.882414332387173, 3.8571058881730957, 5.025783085624653, 4.894483881808295, 5.817210289633399, 4.611693351719898, 4.19475619586489, 4.957591068687413, 6.040398458387931, 4.880031463290029, 4.936540253986891, 4.809360447765433, 4.054277672220555, 6.143681237991758, 4.447449320284918, 5.355579473337717, 4.0282449426069125, 6.07496709294549, 4.171038961273085, 5.400684655266486, 4.104315066583648, 5.881077779083699, 6.583915553032591, 5.631169140019339, 5.468831836234754]"
"(3, 0, 4, 1, 2)",4.420216146883303,3.151230575019413,0.7615611739158435,"[5.4910898254412315, 3.5245520198548093, 3.747514034884709, 5.0615207733216945, 4.8698248175848775, 4.055633493409873, 3.2397246511042224, 4.361033026603691, 4.298702882498902, 5.679169110762917, 4.221878104551169, 3.4879310402915884, 3.632495244099244, 5.702212528851482, 3.407225870551198, 3.8610662303901706, 5.3943244519773685, 4.6980294513369, 5.325324949858417, 4.031929130875935, 4.883743909708275, 3.4661969120439, 4.894535486564087, 4.216715798258352, 5.22497385014663, 4.415576396792257, 3.151230575019413, 5.274913008200276, 4.915941068391504, 4.07147576312401]"
"(3, 0, 4, 2, 1)",4.605316688015055,2.9227443417634738,0.7452143386830705,"[5.709576624295808, 3.570997709983556, 3.4946776294561492, 4.466297825928421, 5.871969915544703, 5.056002948038631, 3.705448039862957, 4.526761216658169, 4.758405743869534, 6.0722193369888515, 4.5449705538416545, 3.9370113026753075, 3.7942986010389377, 4.536691397598575, 3.6310309108002654, 4.651874355459918, 5.05644868199601, 4.8729277557578525, 5.359676492462134, 5.459096497368954, 5.29729977921846, 2.9227443417634738, 4.718701547063309, 4.141647448379364, 5.3813714144299345, 4.160143043587277, 4.608644793086889, 4.31686400852032, 5.090405514430548, 4.445295210345666]"
"(3, 1, 0, 2, 4)",4.075341543116518,2.9712111209821925,0.6957506098738193,"[4.705930647022557, 3.633544326368109, 3.3483814137358054, 3.693919869192398, 4.33246767616408, 3.7173812720107926, 4.082346228130058, 4.495758570781047, 4.197134676402075, 4.276892729800045, 3.9037207215549508, 3.615319917653581, 3.611981855175451, 3.6046523390796974, 3.968234823062909, 4.485593927782908, 5.030516553437597, 3.9978757222545234, 5.066624640948822, 3.366756207508134, 5.290106647384862, 3.1220284195508694, 3.840405899113839, 5.229035387748557, 3.887895180926753, 2.9712111209821925, 3.16217401514831, 3.9500351105454494, 5.962306542196604, 3.7100138518325863]"
"(3, 1, 0, 4, 2)",3.8186025832586052,2.538668310279705,0.9960192962810462,"[4.672041634760368, 4.602279825842788, 2.7615472630849376, 2.9484132805175394, 4.471332138736636, 3.6236969827166647, 3.55077850337781, 3.355483122977538, 3.8090779546712685, 4.123873291816603, 3.696331020243902, 3.831410293193355, 3.2200014448265986, 7.3488674493849375, 2.9620921952469916, 3.456498930970626, 4.111497931746273, 2.719669359225965, 4.136421197539328, 2.538668310279705, 4.0985542796804975, 2.5669530374203084, 3.9355001978655273, 4.960348453190353, 3.444991055259999, 3.2919074491744382, 2.83163440869181, 3.1978790979665015, 4.5496799012081635, 5.740647486140733]"
"(3, 1, 2, 0, 4)",4.2914839104796005,2.6936667260730545,1.1230458421495404,"[5.7589380439641396, 3.1427101825223605, 3.577431034892458, 3.6278795654321447, 5.171743813423952, 3.7425812263852674, 6.940397121993886, 5.45889378211073, 5.587570374016771, 5.762277988709562, 3.1947963963415327, 3.655695582016869, 3.7396745745994666, 4.078052743939249, 3.5623266963818145, 3.8475012481455684, 5.036005737012009, 2.740589594630526, 6.313354965194595, 2.732776993488475, 4.308494672675359, 3.0952340479631646, 3.8115952023482036, 4.452090675214115, 5.21390957319962, 3.0225400979418926, 2.6936667260730545, 4.35442972631332, 4.88303822683261, 5.238320700625314]"
"(3, 1, 2, 4, 0)",2.954831702692421,2.03474045549521,0.5881026731925532,"[3.852148106977775, 2.909147737163501, 2.03474045549521, 2.4525612024236505, 2.800513657253911, 3.505944618630137, 2.599399321279902, 2.7921737035919514, 3.2796231986039417, 3.2299769114002683, 3.3366666305717376, 2.24572494723487, 2.4516608011254446, 3.1559742920864093, 2.7146639899320544, 2.742764656693677, 2.6864686715703443, 2.7419986735121005, 2.7811136461559074, 2.4863920191218427, 3.3785514872895783, 2.320077158640135, 2.7654628192539827, 3.633682187262895, 2.668360976238044, 2.7021129430486925, 2.066115528309288, 4.619218469515065, 3.737395750882476, 3.954316519507836]"
"(3, 1, 4, 0, 2)",3.2330492114259726,1.750382874402072,0.9734303299890625,"[4.439837348736139, 2.134186963747583, 2.3500022147528172, 2.961283293148327, 3.7525757257343337, 4.11119271588528, 3.2205230017040885, 4.57381631432348, 3.802546099470683, 3.7944029178730556, 2.827869127576532, 2.8237903925303667, 2.4949658026265182, 4.426937013643743, 2.0553329552725215, 2.1395873349660457, 2.8889550666170933, 2.5532125085535924, 4.400021398361358, 2.8582101936275413, 4.791006924994895, 1.9608492867262393, 2.7754364061477452, 2.7663345874655123, 2.9184571735790508, 1.8272872004197385, 1.750382874402072, 4.775475347832588, 4.944697211787518, 3.8723009402727167]"
"(3, 1, 4, 2, 0)",3.284959583357027,2.029598014919707,0.8366967866580263,"[5.362103340530884, 2.702806326343664, 4.864869074940298, 2.533307574405795, 3.0222699777379645, 3.9715133551359747, 2.2074266198336536, 3.249077190824754, 3.035406155378842, 4.435160953901402, 3.3003635680314876, 2.029598014919707, 3.000703385930371, 3.1617164604761565, 2.7596312029687615, 2.5804534109972175, 2.204689006236784, 3.655473207848412, 3.8755020039387333, 3.225224984274257, 2.6589583326328774, 2.2305468560719843, 2.7714345245126806, 3.8226603837156583, 2.879515430786103, 2.649241723996696, 3.3138002924292405, 4.510656516454807, 4.408766837610255, 4.125910787845404]"
