permutation,error_mean,error_best,error_std,individual_trials
"(0, 4, 2, 1, 3)",2.79590044885152,2.1234106659778367,0.4437219936447646,"[4.159882598292765, 2.5492265143254182, 2.1234106659778367, 2.3485110074809494, 2.918598538455953, 3.0893380114320244, 2.3449717187592762, 2.6743536929325322, 3.3077686281052436, 2.8235747454409084, 2.8457575206345007, 2.5157245072928807, 2.654275963480061, 2.7728436338794498, 2.7952078043706434, 2.861094664800052, 2.3331297401326108, 2.971048306792096, 3.016496637275481, 2.213394947048297, 3.1948982608200773, 2.230750539083256, 3.1826192608429165, 2.830283413784957, 2.581719012542766, 2.48148904836983, 2.1493610439364743, 3.3588876731727058, 3.4254302715142404, 3.1229650945694027]"
"(0, 4, 2, 3, 1)",2.9949465383846428,1.9472394625720661,0.6101449323074248,"[4.300367740394384, 3.142934518124763, 2.8361646159789147, 2.308745611525119, 3.6012987610540725, 3.1690454000919006, 3.0708686261636733, 2.8297334331279744, 4.7136318392433125, 3.4364488302196228, 2.801431703163515, 2.591724828939546, 2.5202007636599326, 3.1958101704194286, 3.241378780690105, 3.0431624076723907, 2.4265057320288186, 2.617945008221001, 3.2794197921951156, 2.494898167104553, 3.5403585370010364, 2.0669664659724156, 2.884635054931056, 2.4252603970845854, 3.1895115310994084, 2.158931986359077, 1.9472394625720661, 3.4480853149820985, 3.6954034582236805, 2.870287213295717]"
"(0, 4, 3, 1, 2)",2.8924053555883615,2.199341248895921,0.4970329621521955,"[4.406849122851212, 2.8325795426439684, 2.199341248895921, 2.3830307177271695, 3.1204153873695595, 3.245088976395375, 2.487660060208418, 2.3128656455830967, 3.2833653372443994, 3.2001792633703823, 2.9865258067518576, 2.2492250244031333, 2.420915870682121, 2.7751970281832308, 2.625157082518431, 3.4345520722913774, 2.9496410723062585, 2.5371260553238577, 3.324156618483649, 2.489339873903967, 3.2972586771752552, 2.58259079131685, 2.280147611429284, 2.9170472113521355, 2.9628682166970632, 2.3408174635792913, 2.8943193326685854, 3.2715897162078953, 3.1923675968344396, 3.769942243252653]"
"(0, 4, 3, 2, 1)",2.988589269950871,2.059566834084105,0.5301679299513501,"[3.8820609066202185, 2.878080933765864, 2.5142638643187016, 2.2450464251149507, 2.8907497130363518, 3.161106105761164, 2.9497392868620036, 2.387031272486666, 3.2259788913795364, 3.529732937290959, 3.4249250305281413, 2.485134095915964, 3.0961961063384313, 2.715006041449127, 3.014005078044476, 3.507207507800571, 2.5342958830143525, 4.11687864709449, 3.190845667840578, 2.387429637182789, 3.54233341538721, 2.38333406947739, 2.3681520134209557, 2.9458510113845047, 2.852931981241422, 2.5045173205310025, 2.059566834084105, 3.611130450163498, 3.7536601675386128, 3.500486803452088]"
"(1, 0, 2, 3, 4)",4.826859579415287,3.0360279143933284,0.9936521324408258,"[5.909656674579286, 4.054598820084123, 4.869764301393579, 3.314488532801345, 4.640643863600832, 4.1134772592779605, 4.529808518441185, 7.016080870670686, 5.090192119593518, 6.002983652258004, 3.0360279143933284, 4.664564956204975, 4.918829678868602, 4.43557316623124, 3.465699093840088, 4.958788511445701, 5.414767448930931, 3.70908817013839, 4.343579786406024, 4.831702421014167, 5.261149097471856, 4.077267424482193, 4.487221249012684, 4.287691940522567, 3.6199603239659526, 5.156214160478511, 7.141126148210252, 5.773371901845494, 6.370948541329646, 5.310520834965461]"
"(1, 0, 2, 4, 3)",4.447760254094054,2.707910047329358,1.309325756373214,"[5.077066891772826, 2.707910047329358, 2.7491706627473156, 4.585156221716941, 3.90471495948976, 4.098295782476644, 3.2197623130678603, 7.246186487083416, 5.1330114508459825, 5.775908684876755, 3.5360701161686636, 4.651947300579257, 4.262756723960118, 4.36105143715712, 3.370195467254161, 5.077243231474449, 4.118221854703888, 2.917427714033494, 4.202327422528925, 3.2904141519875387, 3.3396258271551966, 3.221860476744227, 5.239115445021968, 6.24654862164404, 3.546969642887402, 3.4437783167589497, 5.538379170761846, 4.938357372371607, 5.124740979612034, 8.508592848609878]"
"(1, 0, 3, 2, 4)",4.961578040671553,3.5264007153691455,0.9222676302900698,"[5.513739625864083, 4.2974050457070305, 4.076394424331921, 4.34979948355689, 5.484397756845046, 4.676803375663552, 4.91760971499579, 5.895174302296097, 5.532265896041058, 6.187738004554252, 4.09569820498874, 4.6898437593400715, 6.545163539175093, 4.636621901403978, 3.5264007153691455, 3.960335770744932, 5.267856985276417, 4.377369522286986, 4.574042844514055, 4.342454208914839, 5.083760531302079, 4.207078377858185, 4.7381558042544, 4.766426113578116, 3.9777074897537696, 3.600408345702587, 6.3621223683792465, 5.506137666651164, 6.404107392246888, 7.254322048550168]"
"(1, 0, 3, 4, 2)",4.644417520614425,2.5594759210548865,1.0645800962753882,"[5.849896849793706, 4.492433647238264, 3.7713268232882546, 4.308786291796337, 4.882716159280221, 5.0863998662208765, 4.380486383825866, 5.543534474765107, 3.5929442923274073, 5.848285002363747, 2.5594759210548865, 3.409582223162507, 3.7567029717142315, 4.5511821788591424, 4.12074983877109, 5.768546068826898, 4.907292274671888, 4.4804347219664455, 4.915964829534548, 4.205763590872443, 4.264774344002012, 2.7658965502806927, 4.346237852542242, 4.177991303010065, 4.503670679140719, 5.626398532038079, 3.4273386579854077, 7.583061490034194, 5.923993737271817, 6.280658061793647]"
"(1, 0, 4, 2, 3)",3.8917365955780516,2.4360137637001804,0.9912964405368416,"[5.359171648224624, 3.7041651418149795, 3.079676183275727, 2.5738350338777436, 5.261215507991947, 3.349108674481434, 4.879979265231403, 6.641770563365928, 4.4992062041433245, 4.644740355110414, 2.965352205695161, 3.579288417747443, 3.36084215507653, 3.025134793436952, 2.62773368806708, 3.1841598377047537, 4.181323880820225, 4.36047187152621, 4.303838098718366, 2.4668296046645053, 4.572917655074525, 3.4999031490911006, 3.1170908043548096, 3.7981077334567277, 3.0283323040564256, 4.092237093187228, 2.4360137637001804, 4.164596106047991, 5.060659250429678, 4.9343968769681545]"
"(1, 0, 4, 3, 2)",3.712542537589547,2.3399847673152663,0.8412364069134107,"[5.311754416466284, 3.1396313622793186, 3.2955435864056164, 2.6211630252719673, 5.466089734779766, 3.921037660485547, 3.1459472208173347, 3.8932835248272517, 3.8918495445795074, 4.266744238794441, 3.271353634849626, 3.276055432417479, 3.256931377070972, 4.091809743443301, 2.857604250534266, 3.4343295215838565, 3.6896328149651, 3.8038077849918053, 4.76480464692172, 2.578259580705745, 4.028348646121391, 2.5865595766520273, 3.359850030953431, 4.3608556486179175, 4.0942963601395395, 2.478290748310604, 2.3399847673152663, 4.850838607416148, 5.242553306591542, 4.0570653333776425]"
"(1, 2, 0, 3, 4)",4.096354067718763,2.7818807840212303,0.8420460863094613,"[4.669033930869833, 3.8155799842193194, 4.0045636871631585, 3.8674823977143773, 4.5045260400463025, 5.725562666462892, 3.80730897254499, 5.02191315983272, 4.270847511539333, 5.917148095582564, 3.553694526837049, 4.231292510022436, 3.3112325061457053, 3.242892649951375, 5.124466841685444, 2.901160894452259, 4.824526715596521, 3.6776768183202604, 3.7569493328308514, 3.8174448390549203, 4.394211879398766, 2.989396243674006, 3.8581811749472643, 3.787519691104524, 3.3860808114780783, 3.1186615589190425, 2.7818807840212303, 3.7938338380760936, 5.949292377399984, 4.786259591671578]"
"(1, 2, 0, 4, 3)",3.60192456735171,2.251346966344265,0.8128559039215888,"[6.576856774119246, 2.558381736135214, 3.576099388180391, 3.779123375605856, 3.964117576679273, 3.7420995262694867, 2.8909278146777204, 4.923032182441469, 3.262469485505343, 3.809013960242698, 3.0513720196207132, 3.3694726947583793, 4.270148571133755, 4.378451458055301, 4.312565141829392, 3.1037998620014697, 2.9548915790245887, 2.536146969920484, 2.9495481199199656, 3.5182023995769582, 3.5220794285388926, 3.2204877548773037, 4.15101650000222, 3.892250709875923, 3.3623310463831944, 2.251346966344265, 2.8691868438014025, 3.583843324636207, 4.032956969237741, 3.64551684115644]"
"(1, 2, 3, 0, 4)",4.9197213083923295,3.6901295235945586,0.840300163714021,"[5.683264453976561, 4.368369776482784, 6.387453569074043, 5.269840292381915, 5.04145848699398, 5.624346440303743, 4.569072140722796, 5.51439338589941, 5.1099514073387065, 6.83280870897911, 4.477504643168826, 4.149218962803255, 3.720122616585738, 5.017823793806276, 4.020801752249166, 4.817663717859863, 4.740230960738995, 3.948208190690386, 6.43942160785368, 3.734975783146752, 5.809346573821994, 4.3708532466471794, 4.77037112290059, 4.848699074338487, 3.7839286521694397, 3.6901295235945586, 4.725322459579352, 5.286165506160892, 6.125394909046267, 4.714497492455149]"
"(1, 2, 3, 4, 0)",2.8716065744951127,2.0552332907915334,0.47854508241470345,"[3.932393348070662, 2.6542957370400266, 2.3219203404383117, 2.4261684267253862, 2.841395624677543, 3.2430236072759273, 2.8206504540614667, 3.0590441069151355, 2.7412257908196125, 3.23771194600167, 3.4437382285847424, 2.356866836014732, 3.250000421727926, 2.735188413511713, 2.9246943563351997, 2.4724995053015073, 2.6631150951710922, 3.292134526788481, 2.873012959548387, 2.172442721257777, 3.0728384017509667, 2.1625735122303595, 2.4121063652588326, 3.0241755394362144, 2.7719272900298324, 2.552466173682458, 2.0552332907915334, 3.7586150835945853, 3.078491064898426, 3.7982480669128655]"
"(1, 2, 4, 0, 3)",4.542099279360403,3.2406185562732928,0.7875528193728866,"[5.55561857025545, 3.9744882510474318, 4.5230783017746266, 4.471937622495248, 5.685502908609263, 4.678858814108747, 4.108179044542267, 3.98553602391388, 4.506574996699224, 6.7368822122529375, 4.07641729831735, 3.68975499309107, 4.1211694352055535, 4.384205273275012, 3.612853194938042, 3.8765986888923396, 4.678421943700853, 4.120901131984873, 5.014457872940632, 4.773673483009075, 6.0368825009648095, 3.2406185562732928, 4.58569765714946, 4.388829475346057, 4.6365807607128, 4.317817480903044, 3.3972507031830097, 5.026517591956341, 5.93807458986195, 4.119599003407447]"
"(1, 2, 4, 3, 0)",3.583260658887868,2.1222398278153807,0.8114867117798484,"[4.892507595605906, 3.3881965868285926, 3.079274050437246, 3.4943399652634426, 5.057767214281713, 4.564162865687159, 4.873049683385282, 3.330637278525512, 3.2206647874169554, 4.184945096338156, 3.4173620933263544, 2.8109987339524283, 3.425518996370407, 3.276362805182204, 2.5916961295599057, 3.3037832101590188, 3.1973151938517512, 3.3006198995568616, 4.337656257671814, 2.9355154487144595, 4.2416382024876, 2.1222398278153807, 3.542802462397901, 3.2818139414316967, 2.7907216162211967, 2.6939363426932723, 2.6657567108251605, 4.273201930606428, 5.573908160167558, 3.629426679874666]"
"(1, 3, 0, 2, 4)",4.652703590457937,2.6338739082814047,0.9867097239039518,"[5.115497945103991, 4.31820322663354, 4.708983509523691, 3.9593779902293744, 6.5635556818182526, 4.8946004008577315, 5.947067984375977, 4.851471255746434, 4.020824204261867, 5.391008739243087, 3.8330719939263025, 4.171667096606655, 3.3272998217989365, 4.841303984621162, 4.631795808397268, 4.238826200279698, 5.343124673353669, 4.055824323894928, 4.477707305134497, 3.7683344224148936, 6.077113589314124, 2.6338739082814047, 4.708303222500469, 6.5491332528790975, 4.3580690788014325, 3.3093366963870072, 3.9112939930107045, 6.207929232241518, 5.897765215705634, 3.468742956394762]"
"(1, 3, 0, 4, 2)",4.10283925754047,2.7019778162314925,0.735212241236176,"[5.144058158325709, 4.695430232556987, 2.798908360481878, 3.36710302958473, 5.331189871354507, 4.368442408104498, 4.428925809097203, 4.045710962604863, 3.6537343366364845, 4.899142041339033, 4.412242227849448, 4.202706957491127, 3.690450771501957, 4.424421877385307, 3.0954046729448037, 4.038297080279425, 5.590576227090331, 3.6354952975204027, 5.1889328463604825, 2.9615643717964573, 3.8192601130523722, 2.7019778162314925, 4.72291231358056, 3.839694392094148, 3.390888544064296, 3.5505293239946947, 3.928897430111675, 4.196266923909482, 4.666536617491441, 4.29547671137832]"
"(1, 3, 2, 0, 4)",4.3909128626847185,3.243314183930846,0.72695332000379,"[5.354293301906564, 3.9994066895546996, 5.337822710430448, 3.837333279118131, 5.931643373624267, 4.405647892316139, 5.002033007577619, 4.359758804315355, 3.7841780893522983, 5.306236080410003, 3.5688873849215637, 4.243218211998314, 3.711245108141762, 4.67797278795655, 3.603903008332972, 4.188466850490008, 4.586765280816588, 3.8831183894058774, 5.764174798812407, 3.619828998292331, 4.35879242572052, 3.243314183930846, 5.425487978143708, 4.096121705413545, 4.021675436981686, 3.4293891601524025, 3.5126344173096387, 4.918258482925788, 4.937467846873634, 4.618310195315889]"
"(1, 3, 2, 4, 0)",2.8346771902208285,1.9163060823064473,0.5727654292073544,"[4.011761043825669, 2.539725570582205, 1.9163060823064473, 2.1600287771153366, 2.892680813599555, 3.1908956701203346, 2.79704112480064, 2.729160968201725, 3.0042427155562916, 3.107895368679441, 3.3769518059772246, 2.6091817409162052, 2.4813413892081266, 2.7371428076460607, 2.573064882178474, 2.7508211890529095, 2.355490929725607, 2.675456475554745, 2.5930552868903316, 2.3340801517381573, 3.340464519615442, 2.0990900435708117, 2.54018734685286, 4.278029811721891, 2.645817720532118, 2.886912484740204, 2.0962000480676433, 3.5637411977992666, 4.096465850978569, 2.657081889070559]"
"(1, 3, 4, 0, 2)",3.2667945930132842,1.8131753972321003,0.9983557628487627,"[4.692191911076315, 2.78505414667032, 2.4404323994744543, 2.578059978549706, 4.600811877171951, 4.28766273430368, 3.5655052797365125, 5.326361805852759, 3.022575165925641, 4.206778173176801, 3.0539765506017367, 3.417161897623523, 2.4071572680512556, 3.559170816439859, 2.5859038045505653, 2.8911486197663154, 1.957191081709946, 3.366881081170917, 4.464672336769346, 2.4876788817371462, 4.703010003879075, 1.8131753972321003, 2.6751992206541018, 3.236825051929292, 2.531595009643458, 1.9593563479956706, 2.1081889706778143, 4.575716272536871, 4.631550970729201, 2.072844734762201]"
"(1, 3, 4, 2, 0)",3.178635446619667,2.042314715370679,0.8066861412444772,"[4.230141909811503, 2.4644393062593495, 5.205298503608847, 2.424803768317022, 3.688844032757163, 3.959206297059953, 3.691460574098403, 4.016901553674916, 3.1075632353923335, 4.6635959150919915, 3.1243426494919, 2.2855732833886604, 2.6843481851167375, 3.054245051325019, 2.695158516255704, 2.4878522456248215, 2.4634471291738476, 3.290032235669161, 2.741542538952247, 3.167929223044088, 3.2091853076209844, 2.042314715370679, 2.6899764478402624, 2.590336856497511, 2.925585129511189, 2.371802593210191, 3.087582743142736, 2.7388129507749857, 5.153403067567398, 3.103337432940411]"
